,X,Filename,Speaker,Phone,Word,Word_Start,Word_End,VOT_Start,VOT_End,VOT,VOT_Measure,VDC_Measure,VDC_Start,VDC_End,VDC_Dur,CD_Measure,CD_Start,CD_End,CD_Dur,Phone_Start,Phone_End
137,137,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,could,1473.016,1473.236,1473.071,1473.145,0.074000000000069,yes,yes,1473.0161,1473.0161,0,yes,1473.0161,1473.0711,0.055,1473.016,1473.116
138,138,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,counselling,1628.904,1629.354,1628.859,1628.933,0.074000000000069,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1473.016,1473.116
139,139,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,courses,155.794,156.144,155.845,155.90774,0.062739999999991,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,155.794,155.884
140,140,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,keeping,1296.083,1296.363,1296.143,1296.20617,0.0631699999999,yes,yes,1296.0831,1296.0831,0,yes,1296.0831,1296.1431,0.06,1296.183,1296.223
141,141,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,kidding,1515.503,1515.913,1515.55,1515.594,0.044000000000096,yes,yes,1515.5031,1515.5031,0,yes,1515.5031,1515.5501,0.047,1515.503,1515.583
142,142,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,kids,127.361,127.681,127.42816,127.49301,0.064849999999993,yes,yes,127.3611,127.4283,0.0672,yes,127.3611,127.4283,0.0672,127.361,127.491
143,143,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,kind,1289.009,1289.309,1289.05,1289.116,0.066000000000031,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1289.009,1289.119
144,144,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,k,kind,1520.513,1520.703,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1520.513,1520.553
145,145,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,pal,547.227,547.487,547.2588,547.30204,0.043240000000083,yes,no,547.2271,547.2589,0.0318,no,547.2271,547.2589,0.0318,547.227,547.267
146,146,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,pals,124.46,125.14,124.494,124.56593,0.071929999999995,yes,yes,124.4601,124.4941,0.034,yes,124.4601,124.4941,0.034,124.46,124.49
147,147,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,personal,169.486,170.136,169.507,169.57928,0.072280000000006,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,169.486,169.646
148,148,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,pick,194.124,194.354,194.159,194.225,0.066000000000003,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,194.124,194.264
149,149,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,place,1438.246,1438.706,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1438.246,1438.366
150,150,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,prisoner,1061.785,1062.185,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1061.785,1061.845
151,151,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,probably,953.402,953.782,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,953.402,953.432
152,152,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,probably,956.364,956.854,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,956.364,956.454
153,153,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,probably,964.82,966.51,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,964.82,965.04
154,154,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,probably,1875.501,1875.791,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,964.82,965.04
155,155,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,pub,600.051,600.281,600.078,600.129,0.051000000000045,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,600.051,600.081
156,156,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,put,126.494,126.664,126.531,126.58782,0.056819999999988,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,126.494,126.554
157,157,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,p,put,1437.146,1437.466,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1437.146,1437.246
158,158,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,tae,1286.29,1286.39,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1286.29,1286.32
159,159,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,talk,234.315,234.405,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,234.315,234.345
160,160,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,talking,1282.317,1283.027,1282.412,1282.48683,0.07483000000002,yes,no,1282.3171,1282.3561,0.039,no,1282.3171,1282.4121,0.095,1282.317,1282.397
161,161,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,telling,1285.138,1285.668,1285.173,1285.21166,0.038659999999936,yes,no,1285.1381,1285.1731,0.035,no,1285.1381,1285.1731,0.035,1285.138,1285.218
162,162,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,tenth,567.913,568.143,567.87768,567.9322,0.054519999999911,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,567.913,567.943
163,163,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,terrible,912.797,913.127,912.834,912.866,0.032000000000039,yes,yes,912.7971,912.7971,0,yes,912.7971,912.8341,0.037,912.797,912.877
164,164,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,time,968.936,969.206,968.909,968.936,0.027000000000044,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,968.936,968.976
165,165,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,time,1238.617,1238.887,1238.659,1238.745,0.085999999999785,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1238.617,1238.747
166,166,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,tried,1119.034,1119.614,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1119.034,1119.154
167,167,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,trying,1289.399,1289.969,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1289.399,1289.499
168,168,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,Tuesday,1279.714,1280.144,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1279.714,1279.744
169,169,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,Tuesday,1516.794,1517.264,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1516.794,1516.834
170,170,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,Tuesday,1523.565,1523.955,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1523.565,1523.595
171,171,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,Tuesday,1525.421,1525.821,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1525.421,1525.451
172,172,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,twice,156.504,157.054,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,156.504,156.624
173,173,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,two,1291.269,1291.419,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1291.269,1291.299
174,174,00-M-f03-medi_2-voiceless_preds-TR,00-M-f03,t,two,1442.913,1443.093,1442.952,1443.02213,0.070130000000063,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1442.913,1443.013
175,175,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,aboot,5.025,5.195,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1442.913,1443.013
176,176,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,aboot,116.877,117.087,116.964,116.972,0.007999999999996,yes,yes,116.9171,116.9641,0.047,yes,116.9171,116.9641,0.047,116.917,116.977
177,177,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,aboot,339.411,339.581,339.498,339.51471,0.016709999999989,yes,yes,339.4611,339.4981,0.037,yes,339.4611,339.4981,0.037,339.461,339.521
178,178,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,aboot,1015.337,1015.477,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,339.461,339.521
179,179,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,aboot,1032.093,1032.403,1032.211,1032.221,0.009999999999991,yes,yes,1032.1431,1032.2111,0.068,yes,1032.1431,1032.2111,0.068,1032.143,1032.233
180,180,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,aboot,1084.497,1084.757,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1084.547,1084.587
181,181,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,aboot,1101.367,1101.607,1101.445,1101.45,0.005000000000109,yes,yes,1101.4071,1101.4451,0.038,yes,1101.4071,1101.4451,0.038,1101.407,1101.467
182,182,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,aboot,1331.008,1331.188,1331.093,1331.105,0.011999999999944,yes,yes,1331.0481,1331.0931,0.045,yes,1331.0481,1331.0931,0.045,1331.048,1331.118
183,183,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,aboot,1688.189,1688.359,1688.267,1688.283,0.015999999999849,yes,yes,1688.2191,1688.2671,0.048,yes,1688.2191,1688.2671,0.048,1688.219,1688.299
184,184,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,about,1303.487,1303.607,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1688.219,1688.299
185,185,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,g,again,126.313,126.903,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,126.353,126.423
186,186,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,g,again,181.321,181.471,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,126.353,126.423
187,187,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,g,again,195.613,195.809,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,195.662,195.711
188,188,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,g,again,1098.755,1099.045,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1098.825,1098.885
189,189,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,g,again,1188.342,1188.542,1188.31209,1188.3356,0.023510000000215,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1098.825,1098.885
190,190,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,back,121.11,121.35,121.151,121.161,0.010000000000005,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,121.11,121.16
191,191,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,back,124.446,124.576,124.471,124.476,0.004999999999995,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,124.446,124.476
192,192,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,back,359.453,359.693,359.488,359.494,0.006000000000029,yes,no,0,0,0,no,359.4531,359.4881,0.035,359.453,359.493
193,193,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,back,931.623,931.843,931.656,931.662,0.006000000000085,yes,no,0,0,0,no,931.6231,931.6561,0.033,931.623,931.653
194,194,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,back,1098.335,1098.555,1098.389,1098.401,0.012000000000171,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1098.335,1098.405
195,195,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,back,1677.271,1677.561,1677.32,1677.325,0.005000000000109,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1677.271,1677.321
196,196,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,backwards,872.133,872.603,872.192,872.2,0.008000000000038,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,872.133,872.203
197,197,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bad,353.252,353.492,353.31,353.325,0.014999999999986,yes,yes,353.2521,353.3101,0.058,yes,353.2521,353.3101,0.058,353.252,353.322
198,198,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bad,355.357,355.577,355.416,355.427,0.011000000000024,yes,yes,355.3571,355.4161,0.059,yes,355.3571,355.4161,0.059,355.357,355.417
199,199,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,be,474,474.12,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,474,474.04
200,200,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,be,616.545,616.645,616.579,616.595,0.016000000000076,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,616.545,616.595
201,201,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,be,692.692,692.772,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,692.692,692.722
202,202,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,be,803.287,803.367,803.312,803.319,0.006999999999948,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,803.287,803.327
203,203,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,be,856.729,856.809,856.768,856.774,0.005999999999972,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,856.729,856.779
204,204,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,be,970.421,970.491,970.448,970.454,0.005999999999972,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,970.421,970.451
205,205,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,be,1514.703,1514.783,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1514.703,1514.753
206,206,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,beach,961.43,961.91,961.485,961.50026,0.015260000000012,yes,yes,961.4301,961.4851,0.055,yes,961.4301,961.4851,0.055,961.43,961.49
207,207,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bear,491.665,491.825,491.699,491.705,0.005999999999972,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,491.665,491.715
208,208,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bear,507.623,507.823,507.675,507.688,0.012999999999977,yes,yes,507.6231,507.6751,0.052,yes,507.6231,507.6751,0.052,507.623,507.703
209,209,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,beautiful,960.75,961.08,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,960.75,960.82
210,210,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bed,1587.371,1587.584,1587.448,1587.457,0.009000000000015,yes,yes,1587.3711,1587.3711,0,yes,1587.3711,1587.4481,0.077,1587.371,1587.461
211,211,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bed,1667.937,1668.137,1667.981,1667.989,0.008000000000038,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1667.937,1667.997
212,212,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bed,1675.821,1676.041,1675.87,1675.879,0.009000000000015,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1675.821,1675.881
213,213,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bed,1683.766,1683.996,1683.835,1683.849,0.013999999999896,yes,yes,1683.7661,1683.8351,0.069,yes,1683.7661,1683.8351,0.069,1683.766,1683.846
214,214,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,been,55.913,56.043,55.94893,55.96429,0.015360000000001,yes,yes,55.9131,55.9131,0,yes,55.9131,55.949,0.0359,55.913,55.963
215,215,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,been,946.444,946.824,946.49,946.496,0.005999999999972,yes,yes,946.4441,946.4901,0.046,yes,946.4441,946.4901,0.046,946.444,946.504
216,216,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,been,1201.368,1201.458,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1201.368,1201.398
217,217,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,been,1330.678,1330.808,1330.69,1330.699,0.009000000000015,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1330.678,1330.708
218,218,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,being,356.771,356.971,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,356.771,356.831
219,219,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,best,382.961,383.251,383.003,383.01,0.007000000000005,yes,yes,382.9611,383.0031,0.042,yes,382.9611,383.0031,0.042,382.961,383.021
220,220,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,better,128.133,128.423,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,128.133,128.173
221,221,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,better,628.573,628.803,628.622,628.629,0.007000000000062,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,628.573,628.633
222,222,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,better,634.437,634.707,634.473,634.48,0.007000000000062,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,634.437,634.487
223,223,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,better,692.772,693.012,692.828,692.842,0.01400000000001,yes,yes,692.7721,692.8281,0.056,yes,692.7721,692.8281,0.056,692.772,692.842
224,224,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,big,462.362,462.492,462.386,462.41228,0.026279999999986,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,462.362,462.412
225,225,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,big,493.335,493.455,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,493.335,493.375
226,226,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bike,720.934,721.374,720.998,721.003,0.004999999999995,yes,yes,720.9341,720.9981,0.064,yes,720.9341,720.9981,0.064,720.934,720.994
227,227,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,birds,431.39,431.77,431.428,431.446,0.018000000000029,yes,yes,431.3901,431.4281,0.038,yes,431.3901,431.4281,0.038,431.39,431.45
228,228,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bit,98.658,98.858,98.6261,98.697,0.070900000000009,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,98.658,98.698
229,229,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bit,385.293,385.443,385.33,385.338,0.008000000000038,yes,yes,385.2931,385.3301,0.037,yes,385.2931,385.3301,0.037,385.293,385.343
230,230,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bit,680.501,680.641,680.541,680.549,0.007999999999925,yes,yes,680.5011,680.5411,0.04,yes,680.5011,680.5411,0.04,680.501,680.551
231,231,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,black,356.971,357.151,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,356.971,357.011
232,232,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,black,358.983,359.283,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,358.983,359.073
233,233,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,blinking,966.469,966.829,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,966.469,966.559
234,234,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,blood,1248.385,1248.665,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1248.385,1248.475
235,235,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bloody,1547.339,1547.709,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1547.339,1547.409
236,236,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bluebottle,436.567,437.237,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,436.567,436.627
237,237,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bob,982.229,982.459,982.29119,982.30453,0.013339999999971,yes,yes,982.2291,982.2913,0.0622,yes,982.2291,982.2913,0.0622,982.229,982.299
238,238,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bored,1387.513,1387.933,1387.578,1387.583,0.005000000000109,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1387.513,1387.593
239,239,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,boss,1600.904,1601.464,1600.949,1600.959,0.009999999999991,yes,yes,1600.9041,1600.9491,0.045,yes,1600.9041,1600.9491,0.045,1600.904,1600.974
240,240,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bother,1287.604,1287.894,1287.659,1287.665,0.005999999999858,yes,yes,1287.6041,1287.6591,0.055,yes,1287.6041,1287.6591,0.055,1287.604,1287.674
241,241,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bother,1327.477,1327.767,1327.53,1327.54,0.009999999999991,yes,yes,1327.4771,1327.5301,0.053,yes,1327.4771,1327.5301,0.053,1327.477,1327.547
242,242,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,boy,718.724,718.984,718.787,718.807,0.019999999999982,yes,yes,718.7241,718.739,0.0149,yes,718.7241,718.7871,0.063,718.724,718.804
243,243,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,boy,784.636,784.776,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,784.636,784.666
244,244,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,boyfriend,1442.328,1442.868,1442.377,1442.387,0.009999999999991,yes,yes,1442.3281,1442.3771,0.049,yes,1442.3281,1442.3771,0.049,1442.328,1442.378
245,245,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,british,948.924,949.194,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,948.924,948.994
246,246,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,brother,479.671,479.891,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,479.671,479.731
247,247,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,brothers,1570.539,1570.899,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1570.539,1570.569
248,248,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,brought,658.224,658.444,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,658.224,658.284
249,249,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,brought,660.191,660.391,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,660.191,660.261
250,250,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,brush,362.488,362.788,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,362.488,362.558
251,251,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,brushing,307.592,308.022,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,307.592,307.652
252,252,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bus,637.892,638.352,637.944,637.963,0.019000000000006,yes,yes,637.8921,637.9441,0.052,yes,637.8921,637.9441,0.052,637.892,637.952
253,253,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bus,714.638,714.838,714.674,714.681,0.007000000000062,yes,yes,714.6381,714.6741,0.036,yes,714.6381,714.6741,0.036,714.638,714.688
254,254,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,bus,1593.245,1593.535,1593.316,1593.323,0.007000000000062,yes,yes,1593.2451,1593.3161,0.071,yes,1593.2451,1593.3161,0.071,1593.245,1593.325
255,255,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,59.745,59.835,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1593.245,1593.325
256,256,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,71.708,71.848,71.74973,71.772,0.022270000000006,yes,yes,71.7081,71.7498,0.0417,yes,71.7081,71.7498,0.0417,71.708,71.778
257,257,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,76.426,76.556,76.473,76.483,0.010000000000005,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,76.426,76.486
258,258,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,110.841,110.961,110.879,110.89,0.010999999999996,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,110.841,110.901
259,259,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,130.341,130.461,130.397,130.402,0.004999999999995,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,130.341,130.401
260,260,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,167.791,167.901,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,167.791,167.831
261,261,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,170.387,170.787,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,170.387,170.427
262,262,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,191.601,191.741,191.646,191.653,0.007000000000005,yes,yes,191.6011,191.6461,0.045,yes,191.6011,191.6461,0.045,191.601,191.651
263,263,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,204.836,204.956,204.882,204.889,0.007000000000005,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,204.836,204.886
264,264,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,236.824,236.914,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,204.836,204.886
265,265,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,355.931,356.151,355.978,355.995,0.016999999999996,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,355.931,356.001
266,266,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,553.487,553.577,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,553.487,553.517
267,267,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,588.499,588.649,588.535,588.546,0.011000000000081,yes,no,0,0,0,no,588.4991,588.5351,0.036,588.499,588.539
268,268,00-M-f06-medi_2-voiced_preds-JSS,00-M-f06,b,but,628.023,628.113,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,628.023,628.053
