,X,Filename,Speaker,Phone,Word,Word_Start,Word_End,VOT_Start,VOT_End,VOT,VOT_Measure,VDC_Measure,VDC_Start,VDC_End,VDC_Dur,CD_Measure,CD_Start,CD_End,CD_Dur,Phone_Start,Phone_End
4009,4009,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,p,pleaded,1044.364,1044.724,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1044.364,1044.424
4010,4010,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,p,politics,1169.49,1170.06,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1169.49,1169.53
4011,4011,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,k,questions,258.371,259.051,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,258.371,258.501
4012,4012,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,k,Quite,159.477,159.697,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,159.477,159.527
4013,4013,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,sixteen,289.771,290.401,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,290.161,290.241
4014,4014,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,taken,1038.122,1038.362,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1038.122,1038.222
4015,4015,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,talk,711.218,711.508,711.258,711.306,0.048000000000002,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,711.218,711.298
4016,4016,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,talking,260.601,260.871,260.651,260.71,0.058999999999969,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,260.601,260.701
4017,4017,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,talking,577.935,578.315,578.019,578.08,0.061000000000036,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,577.935,578.075
4018,4018,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,teaching,198.306,198.746,198.351,198.406,0.055000000000007,yes,yes,198.3061,198.3511,0.045,yes,198.3061,198.3511,0.045,198.306,198.406
4019,4019,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,teaching,203.637,204.087,203.679,203.729,0.050000000000011,yes,no,0,0,0,no,203.6371,203.6791,0.042,203.637,203.727
4020,4020,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,tell,625.347,625.797,625.446,625.493,0.047000000000026,yes,yes,625.3471,625.436,0.0889,yes,625.3471,625.4461,0.099,625.347,625.497
4021,4021,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,tell,945.546,945.796,945.573,945.607,0.033999999999992,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,945.546,945.606
4022,4022,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,time,126.61,126.862,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,126.61,126.64
4023,4023,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,time,132.775,133.034,132.821,132.861,0.039999999999992,yes,no,0,0,0,no,132.7751,132.8211,0.046,132.775,132.855
4024,4024,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,time,150.307,150.597,150.32055,150.407,0.086450000000014,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,150.307,150.407
4025,4025,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,time,341.525,341.775,341.57053,341.619,0.048470000000009,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,341.525,341.605
4026,4026,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,time,577.395,577.655,577.485,577.517,0.032000000000039,yes,yes,577.3951,577.3951,0,yes,577.3951,577.4851,0.09,577.395,577.515
4027,4027,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,time,874.114,874.364,874.152,874.208,0.055999999999926,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,874.114,874.204
4028,4028,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,time,888.573,888.923,888.67959,888.733,0.053409999999985,yes,yes,888.5731,888.6797,0.1066,yes,888.5731,888.6797,0.1066,888.573,888.733
4029,4029,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,time,979.652,979.962,979.734,979.778,0.043999999999983,yes,yes,979.6521,979.6521,0,yes,979.6521,979.7341,0.082,979.652,979.772
4030,4030,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,time,1036.034,1036.304,1036.069,1036.122,0.053000000000111,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1036.034,1036.124
4031,4031,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,to,333,333.19,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,333,333.13
4032,4032,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,to,746.094,746.154,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,746.094,746.124
4033,4033,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,toddling,1098.032,1098.482,1098.076,1098.122,0.046000000000049,yes,yes,1098.0321,1098.0564,0.0243,yes,1098.0321,1098.0761,0.044,1098.032,1098.122
4034,4034,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,tots,1097.652,1098.012,1097.685,1097.746,0.061000000000149,yes,yes,1097.6521,1097.6521,0,yes,1097.6521,1097.6851,0.033,1097.652,1097.742
4035,4035,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,trouble,367.797,368.237,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,367.797,367.987
4036,4036,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,trouble,435.35,435.69,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,367.797,367.987
4037,4037,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,trouble,443.397,443.797,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,443.397,443.427
4038,4038,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,trouble,447.059,447.559,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,447.059,447.169
4039,4039,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,trouble,755.595,755.905,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,755.595,755.675
4040,4040,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,trying,790.411,790.691,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,790.411,790.511
4041,4041,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,trying,909.532,909.692,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,909.532,909.562
4042,4042,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,type,453.968,454.248,454.018,454.056,0.038000000000011,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,453.968,454.048
4043,4043,70-M-f04-mlay_2-voiceless_preds-CK,70-M-f04,t,Victoria,1038.572,1039.032,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1038.822,1038.902
4044,4044,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,about,89.118,89.698,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1038.822,1038.902
4045,4045,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,about,232.155,232.655,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,232.235,232.305
4046,4046,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,about,481.789,482.279,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,232.235,232.305
4047,4047,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,about,498.003,498.493,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,498.033,498.133
4048,4048,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,about,736.36114,736.69586,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,736.444821,736.5285
4049,4049,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,About,739.285,739.754,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,739.40225,739.5195
4050,4050,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,against,431.95629,432.26386,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,432.007548,432.05881
4051,4051,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,against,446.246,446.796,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,446.306,446.366
4052,4052,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,back,146.203,146.423,146.244,146.25,0.006,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,146.203,146.253
4053,4053,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,back,410.13,410.46,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,410.13,410.17
4054,4054,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,back,746.28554,746.57862,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,746.285538,746.383231
4055,4055,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,back,1131.897,1132.387,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1131.897,1132.060333
4056,4056,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,ball,813.12043,813.464,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,813.120429,813.234952
4057,4057,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,be,468.779,469.079,468.826,468.833,0.007000000000005,yes,yes,468.7791,468.8261,0.047,yes,468.7791,468.8261,0.047,468.779,468.839
4058,4058,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,bed,547.022,547.302,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,547.022,547.102
4059,4059,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,Beg,1419.016,1419.5105,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1419.016,1419.180833
4060,4060,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,big,802.93643,803.38171,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,802.936429,803.084857
4061,4061,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,board,425.439,425.869,425.4998,425.51333,0.013530000000003,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,425.439,425.509
4062,4062,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,Bob,1281.949,1282.531,1282.042,1282.05742,0.015420000000177,yes,no,1281.9491,1282.0421,0.093,no,1281.9491,1282.0421,0.093,1281.949,1282.143
4063,4063,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,Bobbies,1260.3815,1260.91967,1260.3705,1260.3775,0.007000000000062,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1260.3815,1260.489133
4064,4064,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,bought,684.188,684.428,684.266,684.273,0.007000000000062,yes,yes,684.1881,684.2661,0.078,yes,684.1881,684.2661,0.078,684.188,684.278
4065,4065,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,boys,295.944,296.374,296.043,296.068,0.024999999999977,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,295.944,296.094
4066,4066,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,break,57.362,57.692,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,295.944,296.094
4067,4067,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,breakfast,58.062,59.002,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,58.062,58.162
4068,4068,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,broke,161.252,161.602,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,161.252,161.342
4069,4069,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,but,579.263,579.433,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,579.263,579.353
4070,4070,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,but,792.86485,793.21339,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,792.864846,792.981026
4071,4071,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,but,882.54525,883.005,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,882.54525,882.6985
4072,4072,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,But,173.006,173.256,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,173.006,173.076
4073,4073,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,b,butter,655.012,655.322,655.03622,655.057,0.020780000000059,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,655.012,655.042
4074,4074,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,D,730.59288,730.93112,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,730.592882,730.762
4075,4075,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,dance,316.243,317.003,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,316.243,316.343
4076,4076,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,dance,323.805,324.255,323.867,323.878,0.010999999999967,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,323.805,323.875
4077,4077,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,dance,803.38171,803.827,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,803.381714,803.493036
4078,4078,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,dances,259.256,259.966,259.31594,259.33194,0.015999999999963,yes,yes,259.2561,259.316,0.0599,yes,259.2561,259.316,0.0599,259.256,259.326
4079,4079,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,dances,301.434,302.024,301.51771,301.534,0.01628999999997,yes,yes,301.4341,301.5178,0.0837,yes,301.4341,301.5178,0.0837,301.434,301.534
4080,4080,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,dancing,285.211,285.51667,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,285.211,285.261944
4081,4081,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,dancing,329.639,330.229,329.68726,329.704,0.016740000000027,yes,no,329.6391,329.6874,0.0483,no,329.6391,329.6874,0.0483,329.639,329.699
4082,4082,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,days,90.008,90.428,90.064,90.073,0.009,yes,yes,90.0081,90.0641,0.056,yes,90.0081,90.0641,0.056,90.008,90.068
4083,4083,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,days,367.813,368.333,367.86334,367.876,0.012659999999983,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,367.813,367.873
4084,4084,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,days,636.202,636.562,636.27001,636.289,0.018990000000031,yes,yes,636.2021,636.2701,0.068,yes,636.2021,636.2701,0.068,636.202,636.282
4085,4085,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,days,786.864,787.215,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,786.864,786.981
4086,4086,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,days,1324.2475,1324.522,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1324.2475,1324.339
4087,4087,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,didn't,96.513,96.883,96.571,96.581,0.010000000000005,yes,yes,96.5131,96.5711,0.058,yes,96.5131,96.5711,0.058,96.513,96.583
4088,4088,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,didn't,374.827,375.077,374.866,374.87821,0.012210000000039,yes,yes,374.8271,374.8661,0.039,yes,374.8271,374.8661,0.039,374.827,374.877
4089,4089,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,dinner,67.636,67.976,67.73,67.741,0.010999999999996,yes,no,67.6361,67.7301,0.094,no,67.6361,67.7301,0.094,67.636,67.736
4090,4090,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,don't,577.683,577.853,577.737,577.747,0.009999999999991,yes,yes,577.6831,577.7371,0.054,yes,577.6831,577.7371,0.054,577.683,577.743
4091,4091,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,done,395.226,395.476,395.26945,395.28273,0.013280000000009,yes,yes,395.2261,395.2696,0.0435,yes,395.2261,395.2696,0.0435,395.226,395.266
4092,4092,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,done,400.243,400.513,400.291,400.30672,0.015719999999988,yes,yes,400.2431,400.2911,0.048,yes,400.2431,400.2911,0.048,400.243,400.303
4093,4093,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,done,434.483,434.943,434.538,434.547,0.009000000000015,yes,yes,434.4831,434.5381,0.055,yes,434.4831,434.5381,0.055,434.483,434.533
4094,4094,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,done,921.81457,922.20043,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,921.814571,921.94319
4095,4095,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,down,202.466,202.906,202.514,202.53114,0.017139999999984,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,202.466,202.546
4096,4096,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,down,370.5,370.78,370.579,370.592,0.012999999999977,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,202.466,202.546
4097,4097,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,down,413.463,413.793,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,413.463,413.533
4098,4098,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,down,677.804,678.134,677.903,677.913,0.009999999999991,yes,no,677.8041,677.9031,0.099,no,677.8041,677.9031,0.099,677.804,677.924
4099,4099,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,draw,165.496,165.696,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,165.496,165.546
4100,4100,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,dresses,367.043,367.473,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,367.043,367.093
4101,4101,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,get,79.763,80.003,79.805,79.815,0.009999999999991,yes,yes,79.7631,79.8051,0.042,yes,79.7631,79.8051,0.042,79.763,79.823
4102,4102,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,get,501.289,501.489,501.317,501.326,0.009000000000015,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,501.289,501.339
4103,4103,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,get,718.22607,718.47553,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,718.226067,718.309222
4104,4104,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,get,1473.95211,1474.51233,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1473.952111,1474.138852
4105,4105,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,getting,1489.85427,1490.39991,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1489.854273,1489.9634
4106,4106,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,gingham,1478.13383,1478.522,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1478.133833,1478.211467
4107,4107,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,girl,903.62291,903.86264,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,903.622909,903.702818
4108,4108,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,girl,1390.2836,1390.551,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1390.2836,1390.372733
4109,4109,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,girl,1391.888,1392.1554,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1391.888,1391.977133
4110,4110,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,girls,291.968,292.568,291.985,291.995,0.009999999999991,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,291.968,292.008
4111,4111,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,Glasgow,476.363,476.943,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,476.793,476.883
4112,4112,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,Glasgow,784.056,784.407,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,784.29,784.3485
4113,4113,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,Glasgow,1016.60267,1017.002,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1016.868889,1016.935444
4114,4114,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,go,258.986,259.096,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,258.986,259.036
4115,4115,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,go,266.71,266.8,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,266.71,266.76
4116,4116,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,go,284.59967,284.90533,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,284.599667,284.7525
4117,4117,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,go,413.363,413.463,413.411,413.421,0.009999999999991,yes,yes,413.3631,413.4111,0.048,yes,413.3631,413.4111,0.048,413.363,413.433
4118,4118,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,go,715.98087,716.23033,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,715.980867,716.1056
4119,4119,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,go,771.76816,772.02568,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,771.768158,771.896921
4120,4120,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,go,805.3878,805.778,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,805.3878,805.5829
4121,4121,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,go,1249.2166,1249.4652,1249.19856,1249.20856,0.009999999999991,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1249.2166,1249.3409
4122,4122,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,good,302.484,302.944,302.573,302.58556,0.012560000000008,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,302.484,302.594
4123,4123,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,got,295.744,295.944,295.781,295.79,0.009000000000015,yes,no,295.7441,295.7811,0.037,no,295.7441,295.7811,0.037,295.744,295.794
4124,4124,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,got,496.223,496.443,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,295.744,295.794
4125,4125,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,grandchildren,993.22875,993.904,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,993.22875,993.290136
4126,4126,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,grandchildren,995.07971,995.37943,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,993.22875,993.290136
4127,4127,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,great,808.5094,808.8996,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,808.5094,808.60695
4128,4128,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,great,880.2465,880.70625,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,880.2465,880.361437
4129,4129,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,Guys,642.568,642.978,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,642.568,642.598
4130,4130,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,d,quadrilles,303.894,304.714,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,642.568,642.598
4131,4131,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,together,291.168,291.568,291.298,291.308,0.009999999999991,yes,yes,291.2681,291.2981,0.03,yes,291.2681,291.2981,0.03,291.268,291.388
4132,4132,70-O-f01-labo_2-voiced_preds-CK,70-O-f01,g,together,293.859,294.299,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,293.999,294.049
4133,4133,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,call,125.082,125.382,125.159,125.215,0.055999999999997,yes,yes,125.0821,125.0821,0,yes,125.0821,125.1591,0.077,125.082,125.212
4134,4134,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,called,1259.84333,1260.3815,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1259.843333,1259.977875
4135,4135,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,called,1322.6005,1322.875,1322.5595,1322.6135,0.05399999999986,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1322.6005,1322.669125
4136,4136,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,came,769.6435,770.223,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,769.6435,769.836667
4137,4137,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,came,864.479,864.796,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,864.479,864.584667
4138,4138,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,Came,1131.407,1131.897,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,1131.407,1131.570333
4139,4139,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,Catholics,876.39033,876.90367,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,876.390333,876.4545
4140,4140,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,Catholics,882.0855,882.54525,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,882.0855,882.142969
4141,4141,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,Catholics,892.962,893.44867,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,892.962,893.022833
4142,4142,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,Catholics,909.121,909.877,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,909.121,909.2155
4143,4143,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,closed,200.234,200.794,NA,NA,NA,no,not_considered,NA,NA,NA,not_considered,NA,NA,NA,200.234,200.324
4144,4144,70-O-f01-labo_2-voiceless_preds-CK,70-O-f01,k,cloth,82.633,83.233,82.657,82.68,0.02300000000001,yes,not_considered,NA,NA,NA,not_considered,NA,NA,NA,82.633,82.683
